Match Point|Name|Geography|Watsonline|Watsonline URL|Wikipedia|Wikipedia URL|Met Collection|Met Collection URL|NAARCO|NAARCO URL|Medium|Birth Year|Death Year|Cross-Index|Wikidata ID|ULAN ID|VIAF URI|NACO|Alternate name(s)|Last name|First name
NA-0336|Amiotte, Arthur|Great Plains|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Amiotte%2C+Arthur%22+or+%22Arthur+Amiotte%22+or+%22Arthur+Douglas+Amiotte%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Amiotte%2C+Arthur%22+or+%22Arthur+Amiotte%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Arthur_Amiotte|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=6d785e43-905f-4b1c-8281-d6267273a454|collagist; draftsperson; fashion/clothing designer; ledger artist; painter; printmaker|1942|||Q454490|500126320|http://viaf.org/viaf/266900474|n82131729|Arthur Douglas Amiotte; Wanblí Ta Hócoka Washté; Good Eagle Center|Amiotte|Arthur
NA-1630|Amiotte, Emma|Great Plains|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Amiotte%2C%20Emma%22%20or%20%22Emma%20Amiotte%22%20or%20%22emma%20e.%20amiotte%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Emma_E._Amiotte|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=876ff0c3-1ff1-4920-af75-71cee91cdfa4|beadwork artist; dollmaker/katsina carver|1913|1997||Q113377224|500487502|http://viaf.org/viaf/14159818778413812770|no2001068918|Emma E. Amiotte|Amiotte|Emma
NA-1631|Amittu, Davidialuk Alasua|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=Davidialuk+Amittu&searchscope=1|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=f9afda7b-81ca-434c-9c5f-dfbccacc7cc9|sculptor; draftsperson; printmaker; carver|1910|1976||Q3019106|500126321|http://viaf.org/viaf/77204148|n79120404|Davidialuk, 1910-1976|Amittu|Davidialuk Alasua
NA-0913|Amos, Patrick|Northwest|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Amos,%20Patrick%22%20or%20%22Patrick%20Amos%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=da668562-45d9-4af1-ada6-e3213fdc6ed8|printmaker; carver; carver (wood); totem pole artist; glass artist; sculptor|1957|||Q109419386|500126322|http://viaf.org/viaf/96612993||Kakawin|Amos|Patrick
NA-1948|Analla, Gregory Mark|Southwest|Watsonline|https://library.metmuseum.org/search/X?SEARCH=(%22Gregory%20Mark%20Analla%20%22Sha-a-witch%22%22%20or%20%22Gregory%20Mark%20Analla%22)%20or%20(%22Sha-a-witch%22%20or%20%22Gregory%20M.%20Analla%22%20or%20%22Gregory%20Analla%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=5107e9fe-e73a-492b-8f82-82d9094f313e|carver; jewelry artist; mixed-media artist; painter|1965|2018||Q121130257||||"Sha-a-witch; Gregory Mark Analla ""Sha-a-witch""; Gregg Analla; Gregory Analla; Gregory M. Analla"|Analla|Gregory Mark
NA-1633|Anderson, Fred|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Anderson%2C+Fred%22+or+%22Fred+Anderson%22+not+%22music%22+not+%22military%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Anderson%2C+Fred%22+or+%22Fred+Anderson%22%26SORT%3DA|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=1e5892ce-d295-40d8-a8e2-34ccb662579f|carver; carver (wood); glass artist; sculptor|1949|||Q121130229||||Frederick Anderson|Anderson|Fred
NA-1637|Angeconeb, Allen|Midwest & Central Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Angeconeb,%20Allen%22%20or%20%22Allen%20Angeconeb%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Ahmoo_Angeconeb|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=f17934f8-eb59-4e14-999a-d5acbd4b61f1|printmaker; draftsperson; painter; muralist; sculptor|1955|2017||Q112247832|500126329|http://viaf.org/viaf/96613059|no2001021849|Angeconeb, Ahmoo, 1955-|Angeconeb|Allen
NA-1638|Anghik Ruben, Abraham|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Anghik%20Ruben%2C%20Abraham%22%20or%20%22Abraham%20Anghik%20Ruben%22)%20or%20(%22Abe%20Anghik%22%20or%20%22Abe%20Ruben%22%20or%20%22Abe%20Ruben%20Anghik%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Abraham_Anghik_Ruben|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=18e005ea-bfa1-47ef-bfb0-9ba6131bd8f2|carver; carver (bone); draftsperson; mixed-media artist; printmaker; sculptor|1951|||Q55217613|500126331|http://viaf.org/viaf/63225260|n93094740|Abe Anghik; Abe Ruben; Abe Ruben Anghik; Abraham Anghik; Abraham Apakark Anghik; Abraham; Aparkark Anghik; Anghik Anghik; Apakark Anghik; Ave Anghik|Anghik Ruben|Abraham
NA-1639|Angrnaqquaq, Elizabeth|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Angrnaqquaq,%20Elizabeth%22%20or%20%22Elizabeth%20Angrnaqquaq%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Elizabeth_Angrnaqquaq|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=ab1a5137-6178-4a5a-a1dc-ac91729f5531|textile/fiber artist|1916|2003||Q50414312|500126332|http://viaf.org/viaf/96613071|no2022126680||Angrnaqquaq|Elizabeth
NA-1640|Anguhadluq, Luke|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Anguhadluq%2C%20Luke%22%20or%20%22Luke%20Anguhadluq%22)%20or%20(%22Luke%20Anglosaglo%22%20or%20%22Luke%20Angosaglo%22)%20or%20(%22Luke%20Anguhaduq%22%20or%20%22Luke%20Anguhalluq%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Luke_Anguhadluq|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=4f99e6e5-4722-4872-9ee3-227a314d5b06|draftsperson; printmaker; sculptor|1895|1982||Q51719338|500126334|http://viaf.org/viaf/266555389|nr95004435|Luke Anglosaglo; Luke Angosaglo; Luke Anguhaduq; Luke Anguhalluq; Luke Luq; Luq Anguhadluq; Anguhadlug|Anguhadluq|Luke
NA-1645|Antonio, Johnson|Navajo Region|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Antonio,%20Johnson%22%20or%20%22Johnson%20Antonio%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=e99365b8-7ddb-487d-8fc6-1d88dfcaa8bc|carver; carver (wood); dollmaker/katsina carver|1931|||Q21292876|500126340|http://viaf.org/viaf/96613141|||Antonio|Johnson
NA-1646|Antonio, Sheila|Navajo Region|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Antonio,%20Sheila%22%20or%20%22Sheila%20Antonio%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=fc53e44f-5f02-49ce-8c5e-ba76e4c8230a|beadwork artist|1961|||Q121344555|500126341|http://viaf.org/viaf/96613156|||Antonio|Sheila
NA-0942|Aqqiaruq, Derek|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Aqqiaruq,%20Derek%22%20or%20%22Derek%20Aqqiaruq%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Northern_Haze|||||time-based media artist||||Q72881976|||||Aqqiaruq|Derek
NA-1652|Aragon, Vidal|Southwest|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Aragon,%20Vidal%22%20or%20%22Vidal%20Aragon%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=b2a05592-41cd-4a85-8ed7-32a0b769f0b3|jewelry artist|1923|2015||Q121344675|500126343|http://viaf.org/viaf/96613173|||Aragon|Vidal
NA-1896|Arcand, Joi T.|Northeast|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Arcand%2C+Joi+T.%22+or+%22Joi+T.+Arcand%22+or+%22Joi+Arcand%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Arcand%2C+Joi+T.%22+or+%22Joi+T.+Arcand%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Joi_Arcand|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=89312bff-fb61-46d2-b6e4-14723028fe7b|illustrator; installation artist; mixed-media artist; photographer; time-based media artist|1982|||Q19559975||http://viaf.org/viaf/102823612||Joi Arcand|Arcand|Joi T.
NA-0973|Archambeau, Robert||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Archambeau,%20Robert%22%20or%20%22Robert%20Archambeau%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Robert_Archambeau|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=5a9fb80e-9030-4134-b09a-d8c55ff75881|ceramicist / potter|1933|2022||Q7341570|500097520|http://viaf.org/viaf/55735172|n88669903||Robert|Archambeau
NA-1654|Archilta, Clara|Southwest|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Archilta%2C%20Clara%22%20or%20%22Clara%20Archilta%22%20or%20%22Clara%20Williams%20Archilta%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Clara_Archilta|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=3283a001-502d-4a2e-b67b-b90a5a8eb50e|beadwork artist; painter|1912|1994||Q104394471|500126345|http://viaf.org/viaf/96613194||Clara Williams; Clara Williams Archilta|Archilta|Clara
NA-1655|Arluk, George|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Arluk,%20George%22%20or%20%22George%20Arluk%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=8c4b858a-c56b-48b6-95bc-1cb47e624d32|carver; carver (stone); sculptor|1949|||Q55218141|500126346|http://viaf.org/viaf/4607811|no2002105608||Arluk|George
NA-0978|Arnaktauyok, Germaine|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Arnaktauyok,%20Germaine%22%20or%20%22Germaine%20Arnaktauyok%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Germaine_Arnaktauyok|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=91328461-2b51-40da-85ce-0a46ccea1626|draftsperson; illustrator; printmaker|1946|||Q5550996|500487543|http://viaf.org/viaf/63173476|n90691658|Arnattaujuq|Arnaktauyok|Germaine
NA-1656|Arnamissak, Jimmy Inaruli|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Arnamissak%2C%20Jimmy%20Inaruli%22%20or%20%22Jimmy%20Inaruli%20Arnamissak%22)%20or%20(%22Jimmy%20Arnamissak%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=288daf78-79bf-4af5-8dc2-cdbc7b342b51|sculptor|1946|2004||Q95697634|500487610|http://viaf.org/viaf/2896159820940314000006||Jimmy Arnamissak; Jimmy Smith|Arnamissak|Jimmy Inaruli
NA-0156|Arquero, Imogene Goodshot|Great Plains|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=((%22Arquero%2C%20Imogene%20Goodshot%22%20or%20%22Imogene%20Goodshot%20Arquero%22)%20or%20(%22imogene%20arquero%22%20or%20%22Imogene%20Jessie%20Goodshot%22)%20or%20(%22Imogene%20J.%20Goodshot%22))%20or%20(%22imogene%20goodshot%20arquero%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Imogene_Goodshot_Arquero|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=514797a2-4896-403f-98b3-fabf26b2f67f|basket maker; beadwork artist; dollmaker/katsina carver; jewelry artist; textile/fiber artist; weaver|1948|||Q30138042||||Imogene Jessie Goodshot Arquero; Goodshot Arquero; Imogene Arquero; Imogene Goodshot; Imogene J. Goodshot; Imogene Jessie Goodshot|Arquero|Imogene Goodshot
NA-0563|Arroh-ah-och|Southwest|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Arroh-ah-och%22%20or%20%22Arroh-ah-och%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=85b23fcc-908d-4e64-bc9d-1ad61da85acb|ceramicist / potter||1800s||Q120966555|500126351|http://viaf.org/viaf/96613248|no2007120598  |Arroh-a-och; Arron-ah-och|Arroh-ah-och|
NA-1661|Arterberry, Jimmy|Southern Plains|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Arterberry,%20Jimmy%22%20or%20%22Jimmy%20Arterberry%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=988ce68a-bb8b-4832-bb7a-b4714ae90030|cradleboard maker; painter|1981|||Q121130346||http://viaf.org/viaf/39041210|no2002036272||Arterberry|Jimmy
NA-1949|Arviso, Jeremy|Navajo Region; Western|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Arviso%2C%20Jeremy%22%20or%20%22Jeremy%20Arviso%22)%20or%20(%22Jeremy%20Donavan%20Arviso%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=27985f4f-e11c-432e-ae0a-c18b5f420d74|fashion/clothing designer; graphic artist|1978|||Q121130333||||Jeremy Donavan Arviso; Jeremy D. Arviso|Arviso|Jeremy
NA-0235|Asah, Spencer|Southern Plains|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Asah,%20Spencer%22%20or%20%22Spencer%20Asah%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Spencer_Asah|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=f21be41b-a2f0-43f1-8cfa-674a51892c67|muralist; painter|1905 (circa)|1954||Q7575986|500126353|http://viaf.org/viaf/96613269|no2003037409|Lallo (Little Boy); Son of a Buffalo Medicineman; Spencer Asa; Spenser Asah|Asah|Spencer
NA-1662|Ash, Samuel|Midwest & Central Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ash,%20Samuel%22%20or%20%22Samuel%20Ash%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=78cb5401-f216-43d9-a65c-9898c913de34|graphic artist; painter|1951|||Q15998045|500126354|http://viaf.org/viaf/68134957|n93005076||Ash|Samuel
NA-1664|Ashevak, Karoo|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ashevak,%20Karoo%22%20or%20%22Karoo%20Ashevak%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Karoo_Ashevak|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=4d1ed64b-5ea8-4325-871d-2f0d500aabf7|carver; carver (bone); sculptor|1940|1974||Q21289350|500126355|http://viaf.org/viaf/25889990|n79124206||Ashevak|Karoo
NA-0872|Ashevak, Kenojuak|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Ashevak%2C%20Kenojuak%22%20or%20%22Kenojuak%20Ashevak%22)%20or%20(%22Kenajuak%20Ashevak%22%20%20or%20%22Kenojuak%20Asbevak%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Kenojuak_Ashevak|Met Collection|https://www.metmuseum.org/art/collection/search?q=Ashevak, Kenojuak&searchField=ArtistCulture|NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=70d4670e-c591-417b-a439-eef9117767b1|draftsperson; printmaker; sculptor|1927|2013||Q122347|500126356|http://viaf.org/viaf/367149106268568492260|n85339501|Kenajuak Ashevak; Kenojouk; Kenojuak; Kenojuak Asbevak; Kenojuak; Udluriaq Amaro Siajo Ashevak; Kenoyuak; Kinojvack|Ashevak|Kenojuak
NA-0975|Ashoona, Kiugak (Kiawak)|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search/X?SEARCH=(%22Ashoona%2C%20Kiugak%22%20or%20%22Kiugak%20Ashoona%22)%20or%20(%22Ashoona%2C%20Kiawak%22%20or%20%22Kiawak%20Ashoona%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Kiugak_Ashoona|Met Collection|https://www.metmuseum.org/art/collection/search?q=Ashoona%2C+Kiawak&searchField=ArtistCulture|NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=0f3d9562-6b07-4315-ab6c-f260659a79e0|carver; draftsperson; printmaker; sculptor|1933|2014||Q3196315|500126357|http://viaf.org/viaf/96613305|no2002090638|Kiawak Ashoona; Keeawak; Kiawak; Kiugak; Kiugak (Kiawak) Ashoona|Ashoona|Kiugak
NA-0974|Ashoona, Mayureak|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Ashoona%2C%20Mayureak%22%20or%20%22Mayureak%20Ashoona%22)%20or%20(%22Mary%20Ashoona%22%20or%20%22Mayoreak%20Ashoona%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Mayureak_Ashoona|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=46a32d57-5a3a-4f0a-9ce6-3ea406ae6b14|draftsperson; printmaker; sculptor|1946|||Q55218906||http://viaf.org/viaf/23153237750729211496|no2018092950|Mary Ashoona; Mayoreak Ashoona; Mayoreak|Ashoona|Mayureak
NA-0873|Ashoona, Pitseolak|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ashoona%2C+Pitseolak%22+or+%22Pitseolak+Ashoona%22+or+%22Pitsolak%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Ashoona%2C+Pitseolak%22+or+%22Pitseolak+Ashoona%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Pitseolak_Ashoona|Met Collection|https://www.metmuseum.org/art/collection/search?q=Ashoona, Pitseolak&searchField=ArtistCulture|NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=4249cf39-19d1-4944-8abf-c0d41fc9e0b1|draftsperson; painter; printmaker|1904 (circa)|1983||Q464870|500127338|http://viaf.org/viaf/8467353|n50011006|Ashoona Pitseolak; Pitseolak (Pitseolak Ashoona); Pitsolak (Pitseolak Ashoona); Sea Pigeon (Pitseolak Ashoona)|Ashoona|Pitseolak
NA-0874|Ashoona, Shuvinai|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ashoona%2C+Shuvinai%22+or+%22Shuvinai+Ashoona%22+or+%22Suvinai+Ashoona%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Ashoona%2C+Shuvinai%22+or+%22Shuvinai+Ashoona%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Shuvinai_Ashoona|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=1c10f7dc-c9e2-40f4-b6b5-a6f71e21ed3b|draftsperson; painter; printmaker|1961|||Q19609629|500127496|http://viaf.org/viaf/96623755|no2009203429|Suvinai Ashoona|Ashoona|Shuvinai
NA-0916|Assu, Sonny|Northwest|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Assu,%20Sonny%22%20or%20%22Sonny%20Assu%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Sonny_Assu|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=99e45e08-a5f9-4a01-ab8b-82b700c69392|draftsperson; mixed-media artist; painter; printmaker; textile/fiber artist; time-based media artist|1975|||Q17505036||http://viaf.org/viaf/106548516|no2018084595||Assu|Sonny
NA-1666|Atah|Southern Plains|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Atah%22%20or%20%22Atah%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=b67aca02-a178-4d0a-b4b9-208d9cb3794c|beadwork artist; cradleboard maker|1855|1947||Q120966414|500126359|http://viaf.org/viaf/96613322|||Atah|
NA-1668|Atchealak, Davie|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Atchealak%2C%20Davie%22%20or%20%22Davie%20Atchealak%22)%20or%20(%22David%20Atchealak%22%20or%20%22David%20Atchealuk%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=9f413ad0-5fa4-42bd-856b-0673848412a9|carver; carver (bone); draftsperson; sculptor|1947|||Q55217911|500487471|http://viaf.org/viaf/104105706||David Atchealak; David Atchealuk|Atchealak|Davie
NA-0519|Atencio, Gilbert Benjamin|Southwest|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Atencio%2C%20Gilbert%20Benjamin%22%20or%20%22Gilbert%20Benjamin%20Atencio%22)%20or%20(%22gilbert%20atencio%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Gilbert_Benjamin_Atencio|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=38581ea7-b927-4096-a50c-422d1401a8a9|painter; ceramicist / potter|1930|1995||Q94112382|500126361|http://viaf.org/viaf/72769569|n83139194|Gilbert Atencio; Wah Peen; Wah-Peen|Atencio|Gilbert Benjamin
NA-0315|Auchiah, James|Southern Plains|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Auchiah,%20James%22%20or%20%22James%20Auchiah%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/James_Auchiah|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=4d50de3b-4084-468b-9949-770b50618260|muralist; painter|1906|1974||Q6128958|500126366|http://viaf.org/viaf/26734034|no2002063309|Tse-Koy-Ate; Big Bow|Auchiah|James
