Match point|ULAN ID|Library of Congress authority ID|Wikidata ID|Name|Birth date|Death date|Heritage/Ancestry|Watson Indexes|Description|Watsonline|Watsonline URL|Watsonline original|Wikipedia|Wikipedia URL|Met Collection|Met Collection URL|Notes
LA-0050|500116693|no93029064|Q4776692|Amaral, Antônio Henrique|1935|2015|Brazilian||painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Amaral%2C+Antônio+Henrique%22%20or%20%22Antônio+Henrique+Amaral%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Amaral, Antônio Henrique""%20or%20""Antônio Henrique Amaral""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Ant%C3%B4nio_Henrique_Amaral|Met Collection|https://www.metmuseum.org/art/collection/search?q=Amaral,%20Antônio%20Henrique&searchField=ArtistCulture|traveled between Brazil and New York from the early 1970s, until his death in 2015
LA-0034|500202173|n95032987|Q1337404|Amero, Emilio|1901|1976|Mexican||illustrator/cartoonist/comic book artist;muralist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Amero%2C+Emilio%22%20or%20%22Emilio+Amero%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Amero, Emilio""%20or%20""Emilio Amero""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Emilio_Amero|Met Collection|https://www.metmuseum.org/art/collection/search?q=Amero,%20Emilio&searchField=ArtistCulture|born in Mexico and raised during the revolution, lived in New York in late 20s-1930, moved to Seattle in 1940 and Oaklahoma in 1946
LA-0172||no2017163211||Amescua, Michael|||||graphic artist;installation artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Amescua%2C+Michael%22%20or%20%22Michael+Amescua%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Amescua, Michael""%20or%20""Michael Amescua""&searchscope=1&SORT=A"|||||born in Arizona, lives and works in LA, long time artist in residence at Self-Help Graphics in East Los Angeles
LA-0975|500126081|n93014969|Q23907172|Anderson Barbata, Laura|1958||Mexican||installation artist;performance artist;textile/fiber artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Anderson+Barbata%2C+Laura%22%20or%20%22Laura+Anderson+Barbata%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Anderson Barbata, Laura""%20or%20""Laura Anderson Barbata""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Laura_Anderson_Barbata|Met Collection|https://www.metmuseum.org/art/collection/search?q=Anderson%20Barbata,%20Laura&searchField=ArtistCulture|
LA-0724||no2022104412||Andreu, Jose|1954||Puerto Rican|||Watsonline|https://library.metmuseum.org/search/?searchtype=X&searcharg=%22Andreu%2C+Jose%22+or+%22jose+andreu%22&searchscope=1&HISTORY=|https://library.metmuseum.org/search/?searchtype=X&searcharg=%22Andreu%2C+Jose%22+or+%22jose+andreu%22&searchscope=1&HISTORY=|||||working in Illinois
LA-0788|500061635|n84182264|Q325503|Anguiano, Raúl|1915|2006|Mexican||draftsperson;graphic artist;muralist;painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Anguiano%2C%20Ra%C3%BAl%22%20or%20%22Ra%C3%BAl%20Anguiano%22)%20and%20not%20(%22Museo%20Ra%C3%BAl%20Anguiano%22)&searchscope=1&SORT=R|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Anguiano%2C%20Ra%C3%BAl%22%20or%20%22Ra%C3%BAl%20Anguiano%22)%20and%20not%20(%22Museo%20Ra%C3%BAl%20Anguiano%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Ra%C3%BAl_Anguiano|Met Collection|https://www.metmuseum.org/art/collection/search?q=Anguiano,%20Raúl&searchField=ArtistCulture|part of the second generation of Mexican muralists; split time in later life between mexico and Los Angeles 
LA-0184||n84104523|Q28835094|Antón, Don Gregorio|1956||Chicano/a/x||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Antón%2C+Don+Gregorio%22%20or%20%22Don+Gregorio+Antón%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Antón, Don Gregorio""%20or%20""Don Gregorio Antón""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Don_Gregorio_Ant%C3%B3n|||born in East Los Angeles and raised in Pico Rivera, California
LA-0173||no2022079231||Aparicio, Eddie||||||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Aparicio%2C%20Eddie%22%20or%20%22Eddie%20Rodolfo%20Aparicio%20%22%20or%20%22eddie%20aparicio%22)&searchscope=1&SORT=R|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Aparicio%2C%20Eddie%22%20or%20%22Eddie%20Rodolfo%20Aparicio%20%22%20or%20%22eddie%20aparicio%22)&searchscope=1&SORT=R|||||based in LA
LA-0332|500116694|no2005065988|Q94405306|Aquino, Humberto|1947||Peruvian||draftsperson;painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Aquino%2C+Humberto%22%20or%20%22Humberto+Aquino%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Aquino, Humberto""%20or%20""Humberto Aquino""&searchscope=1&SORT=A"|||||Active in NY in 1970s
LA-0791||no2003082199|Q110969011|Aranda, Guillermo|1944||Mexican||muralist;painter|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Aranda%2C%20Guillermo%22%20or%20%22Guillermo%20%20Aranda%22)&searchscope=1&SORT=R|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Aranda%2C%20Guillermo%22%20or%20%22Guillermo%20%20Aranda%22)&searchscope=1&SORT=R|||||Santa Cruz County artist of the year 2021
LA-0183||nr98021219|Q16830079|Archuleta, Eppie|1922|2014|||textile/fiber artist|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Eppie%20Archuleta%22%20or%20%22Epifania%20Archuleta%22)%20or%20(%22Archuleta%2C%20Eppie%22%20or%20%22Archuleta%2C%20Epifania%22)&searchscope=1&SORT=R|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Eppie%20Archuleta%22%20or%20%22Epifania%20Archuleta%22)%20or%20(%22Archuleta%2C%20Eppie%22%20or%20%22Archuleta%2C%20Epifania%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Eppie_Archuleta|||Acive in New Mexico, participates in the Spanish Market in Santa Fe. Fifth-generation of master weavers in her family
LA-0792||no2001068917|Q16012561|Archuleta, Felipe|1910|1991|||carpenter/furniture maker;sculptor;stonemason|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Archuleta%2C+Felipe%22%20or%20%22Felipe+Benito+Archuleta%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Archuleta, Felipe""%20or%20""Felipe Benito Archuleta""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Felipe_Archuleta|||based in NM
LA-0859||n97015625|Q56231072|Archuleta, Leroy|1949|2002|||carpenter/furniture maker;sculptor;stonemason|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Archuleta%2C+Leroy%22%20or%20%22Leroy+Archuleta%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Archuleta, Leroy""%20or%20""Leroy Archuleta""&searchscope=1&SORT=A"|||||active in NM
LA-0174||no2021115903||Archuleta-Sagel, Teresa|1951||Chicano/a/x||textile/fiber artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Archuleta-Sagel%2C+Teresa%22%20or%20%22Teresa+Archuleta-Sagel%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Archuleta-Sagel, Teresa""%20or%20""Teresa Archuleta-Sagel""&searchscope=1&SORT=A"|||||from Espanola, New Mexico
LA-0637|500042439|n00064169|Q368350|Arenal, Luis|1908|1985|Mexican||painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Arenal%2C%20Luis%22%20or%20%22Luis%20arenal%22)&searchscope=1&SORT=R|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Arenal%2C%20Luis%22%20or%20%22Luis%20arenal%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Luis_Arenal_Bastar|Met Collection|https://www.metmuseum.org/art/collection/search?q=Arenal,%20Luis&searchField=ArtistCulture|Arenal's family immigrated to the United States when he was young. He studied architecture and sculpture in Los Angeles and spent time a the University of Arizona in the 1920s
LA-0165|500580644|no2002105640|Q28921547|Arias-Misson, Nela|1915|2015|Cuban;Spanish||painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Arias-Misson%2C+Nela%22%20or%20%22Nela+Arias-Misson%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Arias-Misson, Nela""%20or%20""Nela Arias-Misson""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Nela_Arias-Misson|||Active in the US beginning 1940s
LA-0976|500110533|no2002109469||Armijo, Federico|1946||||Santero/a;carpenter/furniture maker;craftsperson/folk artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Armijo%2C+Federico%22%20or%20%22Federico+Armijo%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Armijo, Federico""%20or%20""Federico Armijo""&searchscope=1&SORT=A"|||||
LA-0804||no2002026735||Arredondo, Jaime|1958||Mexican;Tejano/a/x||draftsperson;installation artist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Arredondo%2C+Jaime%22%20or%20%22Jaime+Arredondo%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Arredondo, Jaime""%20or%20""Jaime Arredondo""&searchscope=1&SORT=A"|||||born in Dallas, son of Native American father of Mexican heritage and Tejana mother
LA-0636||no2019020833||Arredondo, Julia|||||printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Arredondo%2C+Julia%22%20or%20%22Julia+Arredondo%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Arredondo, Julia""%20or%20""Julia Arredondo""&searchscope=1&SORT=A"|||||from Texas, active in Chicago, founded Vice Versa Press and Curandera Press 
LA-0005|500336125|n91003523|Q21683327|Arreguín, Alfredo|1935||Mexican||printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Arreguín%2C+Alfredo%22%20or%20%22Alfredo+Arreguín%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Arreguín, Alfredo""%20or%20""Alfredo Arreguín""&searchscope=1&SORT=A"|||||born in Morelia, Michoacán, Mexico, and developed as an artist in Seattle (BA 1967, MFA 1969-University of Washington), where he has resided since 1956
LA-0096||n97076623|Q19666006|Arroyo, Imna|1951||Puerto Rican||painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Arroyo%2C+Imna%22%20or%20%22Imna+Arroyo%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Arroyo, Imna""%20or%20""Imna Arroyo""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Imna_Arroyo|||born in PR, moved to NY in 1973 after death of her mother, no record of identifying as Nuyorican
LA-0075||no2018096555||Artorez, Arturo|||Mexican||graphic artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Artorez%2C+Arturo%22%20or%20%22Arturo+Artorez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Artorez, Arturo""%20or%20""Arturo Artorez""&searchscope=1&SORT=A"|||||born in Mexico City, has lived in Seattle since 1968
LA-0159|||Q64756143|Arye, Leonora|1931|2001|||sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Arye%2C+Leonora%22%20or%20%22Leonora+Arye%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Arye, Leonora""%20or%20""Leonora Arye""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Leonora_Arye|||based in NY
LA-0180|500294244|no99055005|Q4803933|Asco|1971|1987|Chicano/a/x|||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=asco&searchscope=1|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=asco&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Asco_(art_collective)|||an East Los Angeles based Chicano artist collective
LA-0295|500035248|no93011433|Q103804535|Avalos, David|1947||Chicano/a/x||conceptual artist;installation artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Avalos%2C+David%22%20or%20%22David+Avalos%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Avalos, David""%20or%20""David Avalos""&searchscope=1&SORT=A"|||||born in San Diego
LA-0806|500018656||Q67819924|Avila, Glenna|1953||Mexican||muralist;painter|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Avila%2C%20Glenna%22%20or%20%22Glenna%20Boltuch%20Avila%22%20or%20%22Glenna%20Avila%22)&searchscope=1&SORT=R|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Avila%2C%20Glenna%22%20or%20%22Glenna%20Boltuch%20Avila%22%20or%20%22Glenna%20Avila%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Glenna_Avila|||co-founder of the mural conservancy of Los Angeles and director of the Citywide Mural Project and head of the LA Photography Center
LA-0192|500677420|||Avila, Phillip|1974||||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Avila%2C+Phillip%22%20or%20%22Phillip+Avila%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Avila, Phillip""%20or%20""Phillip Avila""&searchscope=1&SORT=A"|||||
LA-0166|||Q64748169|Ayala, Marta|||Salvadoran||muralist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ayala%2C+Marta%22%20or%20%22Marta+Ayala%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Ayala, Marta""%20or%20""Marta Ayala""&searchscope=1&SORT=A"|||||immigrated from El Salvador to San Francisco in 1968
LA-0097|500127931|no00010957|Q4883043|Ayón, Belkis|1967|1999|Cuban;Afro-Latino/a/x|Index of African American Artists|printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ayón%2C+Belkis%22%20or%20%22Belkis+Ayón%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Ayón, Belkis""%20or%20""Belkis Ayón""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Belkis_Ay%C3%B3n|||4 residences in the US
LA-0967|||Q110111763|Ramos, Joe|1949||Mexican||photographer;printmaker|Watsonline|https://library.metmuseum.org/search/?searchtype=X&searcharg=%22joe+bernal+ramos%22+or+%22joe+ramos%22+or+%22ramos%2C+joe%22+or+%22ramos%2C+joe+bernal%22&searchscope=1&HISTORY=|https://library.metmuseum.org/search/?searchtype=X&searcharg=%22joe+bernal+ramos%22+or+%22joe+ramos%22+or+%22ramos%2C+joe%22+or+%22ramos%2C+joe+bernal%22&searchscope=1&HISTORY=|||||
LA-0296|500026686|n85389100|Q6304327|Baca, Judy|1946||Mexican||muralist|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Baca%2C%20Judy%22%20or%20%22Judith%20F.%20Baca%22%20or%20%22judith%20baca%22%20or%20%22judy%20baca%22)%20or%20a:(%22baca%2C%20judith%22)&searchscope=1&SORT=R|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Baca%2C%20Judy%22%20or%20%22Judith%20F.%20Baca%22%20or%20%22judith%20baca%22%20or%20%22judy%20baca%22)%20or%20a:(%22baca%2C%20judith%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Judy_Baca|||born in LA to Mexican-American parents
LA-0138|500313749|n94017445|Q19478939|Báez, Myrna|1931|2018|Puerto Rican||painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Báez%2C+Myrna%22%20or%20%22Myrna+Báez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Báez, Myrna""%20or%20""Myrna Báez""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Myrna_B%C3%A1ez|Met Collection|https://www.metmuseum.org/art/collection/search?q=Báez,%20Myrna&searchField=ArtistCulture|active in NY and San Juan
LA-0169|500034655|nr94026936|Q5503447|Baranek, Frida|1961||Brazilian||sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Baranek%2C+Frida%22%20or%20%22Frida+Baranek%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Baranek, Frida""%20or%20""Frida Baranek""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Frida_Baranek|||has lived and worked in São Paulo, Paris, Berlin, and New York City, currently active in Miami, attended Parsons
LA-0187|500336656|n96046460|Q7148098|Barela, Patrociño|1900|1964|Mexican||sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Barela%2C+Patrociño%22%20or%20%22Patrociño+Barela%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Barela, Patrociño""%20or%20""Patrociño Barela""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Patroci%C3%B1o_Barela|||active in New Mexico
LA-0808|500473910|no2018024920|Q6188079|Barraza, Jesus|||Chicano/a/x||graphic artist;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Barraza%2C+Jesus%22%20or%20%22Jesus+Barraza%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Barraza, Jesus""%20or%20""Jesus Barraza""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Jesus_Barraza|||
LA-0188||no93009883|Q19865876|Barraza, Santa|1951||Chicano/a/x||graphic artist;painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Barraza%2C+Santa%22%20or%20%22Santa+Barraza%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Barraza, Santa""%20or%20""Santa Barraza""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Santa_Barraza|||born and raised in Texas
LA-0809||||Bastida Rodriguez, Joe|||Mexican||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Bastida+Rodriguez%2C+Joe%22%20or%20%22Joe+Bastida+Rodriguez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Bastida Rodriguez, Joe""%20or%20""Joe Bastida Rodriguez""&searchscope=1&SORT=A"|||||active in CA, bay area
LA-0090|500385825||Q28831203|Bastidas, Hugo|1955||Ecuadorian||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Bastidas%2C+Hugo%22%20or%20%22Hugo+Bastidas%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Bastidas, Hugo""%20or%20""Hugo Bastidas""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Hugo_Bastidas|||born in Quito, moved to US in 1960, part of the NeoLatino Collective
LA-0046|500119109||Q4723896|Batuc, Alfredo de|1950||Mexican||muralist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Batuc%2C+Alfredo+de%22%20or%20%22Alfredo+de+Batuc%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Batuc, Alfredo de""%20or%20""Alfredo de Batuc""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Alfredo_de_Batuc|||born in Sonora, Mexico in 1950 but has been living and working in Los Angeles, California since 1975
LA-0012|500371746|no2022085178|Q111686915|Bechara, Tony|1942||Puerto Rican||graphic artist;installation artist;painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Bechara%2C+Tony%22%20or%20%22Tony+Bechara%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Bechara, Tony""%20or%20""Tony Bechara""&searchscope=1&SORT=A"|||||born in San Juan, Puerto Rico and lives and works in New York, no record of identifying as Nuyorican
LA-0051|500058818|n88138400|Q4080599|Bedia, José|1959||Cuban;Afro-Latino/a/x|Index of African American Artists|installation artist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Bedia%2C+Jos%C3%A9+%22+or+%22Jos%C3%A9+Braulio+Bedia+Vald%C3%A9s%22+or+%22jose+bedia%22&searchscope=1&sortdropdown=-&SORT=R&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Bedia%2C+Jos%7Bu00E9%7D+%22+or+%22Jos%7Bu00E9%7D+Braulio+Bedia+Vald%7Bu00E9%7Ds%22%26SORT%3DR|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Bedia%2C+Jos%C3%A9+%22+or+%22Jos%C3%A9+Braulio+Bedia+Vald%C3%A9s%22+or+%22jose+bedia%22&searchscope=1&sortdropdown=-&SORT=R&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Bedia%2C+Jos%7Bu00E9%7D+%22+or+%22Jos%7Bu00E9%7D+Braulio+Bedia+Vald%7Bu00E9%7Ds%22%26SORT%3DR|Wikipedia|https://en.wikipedia.org/wiki/Jos%C3%A9_Bedia_Vald%C3%A9s|||born in Cuba, escaped Cuba in 1990, settling initially in Mexico and subsequently, in 1993, in the United States, lives in Miami
LA-0856||n85072342|Q1699866|Behar, Ruth|1956||Cuban||book/zine artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Behar%2C+Ruth%22%20or%20%22Ruth+Behar%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Behar, Ruth""%20or%20""Ruth Behar""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Ruth_Behar|||
LA-0812|||Q110156030|Bejarano, Guillermo|1946||Mexican||muralist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Bejarano%2C+Guillermo%22%20or%20%22Guillermo+Bejarano%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Bejarano, Guillermo""%20or%20""Guillermo Bejarano""&searchscope=1&SORT=A"|||||born in San Diego, active in Laguna Woods CA
LA-0092||no2002032353|Q5998814|Bencomo, Mario|1953||Cuban||graphic artist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Bencomo%2C+Mario%22+or+%22Mario+D%C3%ADaz+Bencomo%22+or+%22mario+bencomo%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Bencomo%2C+Mario%22+or+%22Mario+D%7Bu00ED%7Daz+Bencomo%22%26SORT%3DA|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Bencomo%2C+Mario%22+or+%22Mario+D%C3%ADaz+Bencomo%22+or+%22mario+bencomo%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Bencomo%2C+Mario%22+or+%22Mario+D%7Bu00ED%7Daz+Bencomo%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Mario_Bencomo|Met Collection|https://www.metmuseum.org/art/collection/search?q=Bencomo,%20Mario&searchField=ArtistCulture|born in Cuba, sent to live in Spain as a teen, moved in NY in 1960s
LA-0170||||Bendaña, Luis Miguel|1988||Nicaraguan||collagist;mixed-media artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Bendaña%2C+Luis+Miguel%22%20or%20%22Luis+Miguel+Bendaña%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Bendaña, Luis Miguel""%20or%20""Luis Miguel Bendaña""&searchscope=1&SORT=A"|||||active in Chicago (I think)
LA-0679||no2019163072||Benítez, Francisca|1974||Chilean||performance artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Benítez%2C+Francisca%22%20or%20%22Francisca+Benítez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Benítez, Francisca""%20or%20""Francisca Benítez""&searchscope=1&SORT=A"|||||born in Santiago, Chile has lived and worked in NY since 1998, work explores sign languages in the context of poetry, music, dance and visual art
LA-0091|500078593||Q19975027|Benito Ortega, José|1858|1941|||Santero/a;craftsperson/folk artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Benito+Ortega%2C+José%22%20or%20%22José+Benito+Ortega%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Benito Ortega, José""%20or%20""José Benito Ortega""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Jos%C3%A9_Benito_Ortega|||born and active in New Mexico
LA-0171||no2010105833|Q19609718|Bergman, Miranda|||||muralist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Bergman%2C+Miranda%22%20or%20%22Miranda+Bergman%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Bergman, Miranda""%20or%20""Miranda Bergman""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Miranda_Bergman|||active in SF, one of the seven women artists who in 1994 created the MaestraPeace mural, joined other artists in the Haight-Ashbury Muralists in the 1970s
LA-0680||n2005057906|Q19802710|Bermudez, Sandra|1968||||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Bermudez%2C+Sandra%22%20or%20%22Sandra+Bermudez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Bermudez, Sandra""%20or%20""Sandra Bermudez""&searchscope=1&SORT=A"|||||born in Chicago, raised in Colombia, active in Miami
LA-0638|500371748|n87901250|Q97798560|Bernal, Isabel|1935||Puerto Rican||graphic artist;painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Bernal%2C+Isabel%22%20or%20%22Isabel+Bernal%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Bernal, Isabel""%20or%20""Isabel Bernal""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Isabel_Bernal|||born in San Sebastian, Puerto Rico, studied in Wisconsin
