Column1|Name|Birth Date|Death Date|Description|Indexes|Watsonline|Watsonline search|Wikipedia|Wikipedia search|AAVAD|AAVAD Search|Met Collection|Met Collection search|Wikidata ID|Library of Congress authority ID|VIAF ID|Union List of Artist Names ID
310|Olugebefola, Ademola|1941||illustrator; printmaker||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Olugebefola%2C+Ademola%22%20or%20%22Ademola+Olugebefola%22&searchscope=1|Wikipedia|https://www.xgallery.nyc/ademola-olugebefola|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=193|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Olugebefola,%20Ademola&searchField=ArtistCulture|Q28871314|nr99032630|113977452|500122095
311|Olujimii, Kambui|1976||installation artist; performance artist; photographer; sculptor; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Olujimii%2C+Kambui%22%20or%20%22Kambui+Olujimi%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Kambui_Olujimi|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=540|||Q119171295|||
312|O'Neal, Mary Lovelace|1942||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22O'Neal%2C+Mary+Lovelace%22%20or%20%22Mary+Lovelace+O'Neal%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Mary_Lovelace_O%27Neal|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=4188|||Q28943185|n94123854|38614472|500073285
314|Onli, Turtel|1952||cartoonist / comic book artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Onli%2C+Turtel+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Turtel_Onli|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=2544|||Q16151890|n98016678|50998051|500490823
315|Ormes, Jackie|1911|1985|cartoonist / comic book artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Ormes%2C+Jackie+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Jackie_Ormes|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=5972|||Q3157401|n2007061228|41295527|
316|Oubré, Hayward Louis, Jr.|1916|2006|painter; printmaker; sculptor||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(Hayward%20Oubr%C3%A9)&searchscope=1&SORT=R|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=774|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Oubré,%20Hayward%20Louis,%20Jr.&searchField=ArtistCulture|Q28871305|no2017076121|50150305|
317|Outterbridge, John|1933||assemblage artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Outterbridge%2C+John+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/John_Outterbridge|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=401|||Q6251417|no95007147|3280921|500116040
318|Overstreet, Joe|1933|2019|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Overstreet%2C+Joe+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Joe_Overstreet|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=194|||Q21849415|nr97003512|51593313|500005967
319|Owens, Clifford|1971||mixed-media artist; performance artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Owens%2C+Clifford%22%20or%20%22Clifford+Owens%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Clifford_Owens|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1607|||Q17183980|no2010024433|107422367|500470143
320|Packer, Jennifer|1985||painter||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22packer%2C+jennifer%22+or+%22jennifer+packer%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Jennifer_Packer|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=16360|||Q28861763|no2013052592|302949487|
321|Painter, Nell|1942||painter||Watsonline|https://library.metmuseum.org/search/?searchtype=X&searcharg=%22painter%2C+nell%22+or+%22nell+painter%22+or+%22nell+irvin+painter%22&searchscope=1&HISTORY=|Wikipedia|https://en.wikipedia.org/wiki/Nell_Irvin_Painter|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=18816|||Q50327872|n87829803|69813412|500349133
322|Pajaud, William E.|1925|2015|designer; painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Pajaud%2C+William%22+or+%22William+E.+Pajaud%22+or+%22William+Pajaud%22&searchscope=1&sortdropdown=-&SORT=R&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Pajaud%2C+William%22+or+%22William+E.+Pajaud%22%26SORT%3DR|Wikipedia|https://en.wikipedia.org/wiki/William_Pajaud|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=967|||Q19573553|no96001749|96581945|500122128
323|Palmer, Charly|1960||illustrator; painter||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=palmer%2C+charly&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Charly_%22Carlos%22_Palmer|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=2811|||Q16193780|n2006045054|5061154198322120000000|
324|Parks, Gordon|1912|2006|photographer; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Parks%2C+Gordon%22%20or%20%22Gordon+Parks%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Gordon_Parks|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=196|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Parks,%20Gordon&searchField=ArtistCulture|Q365682|n79090095|112248361|500019962
325|Patterson, Ebony|1981||installation artist; mixed-media artist; painter; sculptor; textile/fiber artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Patterson%2C+Ebony%22%20or%20%22Ebony+Patterson%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Ebony_Patterson|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=11711|||Q16221507|no2017000204|305306880|
326|Pendleton, Adam|1984||book/zine artist; conceptual artist; installation artist; painter; performance artist; printmaker||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Pendleton%2C+Adam%22%20or%20%22Adam+Pendleton%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Adam_Pendleton|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=8074|||Q16223357|no2009166579|101531329|500472172
327|Pettway, Loretta|1942||textile/fiber artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Pettway%2C+Loretta%22%20or%20%22Loretta+Pettway%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Loretta_Pettway|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=2928|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Pettway,%20Loretta&searchField=ArtistCulture|Q51120315||7624157643289430000000|500475843
329|Pickett, Janet Taylor|1948||collagist; painter; sculptor||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=Pickett%2C+Janet&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Janet_Taylor_Pickett|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1877|||Q28861357|no2002044676|7058130|
330|Pierce, Delilah|1904|1992|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Pierce%2C+Delilah+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Delilah_Pierce|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=199|||Q21752080|n88005668|11382976|500336488
331|Pierce, Elijah|1892|1984|sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Pierce%2C+Elijah%22%20or%20%22Elijah+Pierce%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Elijah_Pierce|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=200|||Q20853479|n90671618|305856462|500066413
332|Pindell, Howardena|1943||mixed-media artist; painter||Watsonline|https://library.metmuseum.org/search/X?SEARCH=d:(pindell%2C%20howardena)%20or%20(%22howardena%20pindell%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Howardena_Pindell|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=202|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Pindell,%20Howardena&searchField=ArtistCulture|Q5921354|n85386780|95807884|500020606
333|Pinder, Jefferson|1970||installation artist; performance artist; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Pinder%2C+Jefferson%22%20or%20%22Jefferson+Pinder%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Jefferson_Pinder|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=4807|||Q18631751||260144782964256000000|
334|Pinkney, Jerry|1939||illustrator||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Pinkney%2C+Jerry+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Jerry_Pinkney|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=204|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Pinkney,%20Jerry&searchField=ArtistCulture|Q6184250|n79006336|76414580|500344641
335|Piper, Adrian|1948||book/zine artist; conceptual artist; performance artist; photographer||Watsonline|https://library.metmuseum.org/search/X?SEARCH=d:(%22piper%2C%20adrian%22)%20or%20(%22adrian%20piper%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Adrian_Piper|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=205|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Piper,%20Adrian&searchField=ArtistCulture|Q373948|n78012980|115348428|500024467
336|Pippin, Horace|1888|1946|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Pippin%2C+Horace+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Horace_Pippin|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=206|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Pippin,%20Horace&searchField=ArtistCulture|Q325076|n50011039|59888800|500026325
337|Pleasant, Rae|1985||conceptual artist; textile/fiber artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Pleasant%2C+Rae%22%20or%20%22Rae+Pleasant%22&searchscope=1|Wikipedia|https://en.wikipedia.org/w/index.php?title=Rae_Pleasant&action=edit&redlink=1|||||Q117861275|||
338|Polk, P. H.|1898|1984|photographer||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Polk%2C+P.+H.+%22%20or%20%22P.+H.+Polk%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/P._H._Polk|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=383|||Q23022454|n82086184|96069272|500058112
339|Pope, Carl|1961||installation artist; photographer; time-based media artist||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Pope%2C+Carl%22+or+%22Carl+Pope%22+or+%22Carl+Robert+Pope%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Carl_Robert_Pope|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1204|||Q18685227||53919025|500114661
340|Pope.L, William|1955||conceptual artist; installation artist; performance artist||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22pope.l%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/William_Pope.L|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=7659|||Q2547113|n2002016209|1826469|500332876
341|Porter, Charles Ethan|1847|1923|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Porter%2C+Charles+Ethan%22%20or%20%22Porter+Charles+Ethan%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Charles_Ethan_Porter|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=208|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Porter,%20Charles%20Ethan&searchField=ArtistCulture|Q5077434|n88137915|63098985|500122066
342|Porter, Marianetta|1953||designer; mixed-media artist; printmaker; social practice artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Porter%2C+Marianetta%22%20or%20%22Marianetta+Porter%22&searchscope=1|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=5898|||Q117861276|||
343|Powers, Harriet|1837|1910|textile/fiber artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Powers%2C+Harriet%22%20or%20%22Harriet+Powers%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Harriet_Powers|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=210|||Q13560700|n92101060|96101973|500062017
344|Price, Walter|1989||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Price%2C+Walter%22+or+%22Walter+Price%22+not+%22william+t.+price%22&searchscope=1&sortdropdown=-&SORT=DY&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Price%2C+Walter%22+or+%22Walter+Price%22%26SORT%3DDX|Wikipedia|https://en.wikipedia.org/wiki/Walter_Price_(artist)|||||Q55236527||120149415217589000000|500490852
345|Proctor, Mary|1960||assemblage artist; painter; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Proctor%2C+Mary%22+or+%22Mary+Proctor%22+or+%22Mary+L.+Proctor%22&searchscope=1&sortdropdown=-&SORT=DY&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Proctor%2C+Mary%22+or+%22Mary+Proctor%22%26SORT%3DDX|Wikipedia|https://en.wikipedia.org/wiki/Mary_L._Proctor_(artist)|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=300|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Proctor,%20Mary&searchField=ArtistCulture|Q43388368|||
346|Prophet, Nancy Elizabeth|1890|1960|sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22prophet%2C+nancy%22+or+%22nancy+elizabeth+prophet%22+or+%22nancy+prophet%22&searchscope=1&sortdropdown=-&SORT=DZ&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22prophet%2C+nancy%22+or+%22nancy+elizabeth+prophet%22%26SORT%3DDZ|Wikipedia|https://en.wikipedia.org/wiki/Nancy_Elizabeth_Prophet|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=781|||Q3335569|n2006077187|70029099|500329392
347|Puryear, Martin|1941||sculptor||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=d:(%22Puryear%2C%20Martin%22)%20or%20(%22Martin%20Puryear%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Martin_Puryear|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=211|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Puryear,%20Martin&searchField=ArtistCulture|Q6776418|n85279545|95741692|500009936
348|Pusey, Mavis|1928|2019|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Pusey%2C+Mavis+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Mavis_Pusey|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=483|||Q55219662||3778157643327530000000|500464806
349|Quarles, Christina|1985||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Quarles%2C+Christina+%22%20or%20%22Christina+Quarles%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Christina_Quarles|||||Q56222298||7803151353545850000000|
350|Quinn, Nathaniel Mary|1977||collagist; painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Quinn%2C+Nathaniel+Mary%22%20or%20%22Nathaniel+Mary+Quinn%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Nathaniel_Mary_Quinn|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=18866|||Q64746311|||
351|Rammellzee|1960|2010|assemblage artist; graffiti/street artist; multimedia artist; painter; performance artist; sculptor|Index of Latinx and Hispanic American Artists|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=Rammellzee&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Rammellzee|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=16344|||Q327840|n90657937|111142559|500061289
352|Rasheed, Kameelah Janan|1985||book/zine artist; collagist; installation artist; performance artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Rasheed%2C+Kameelah+Janan%22%20or%20%22Kameelah+Janan+Rasheed%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Kameelah_Janan_Rasheed|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=14244|||Q28858654|nb2020004305|33151594439105300000|
353|Reason, Patrick H. |1816|1898|printmaker||Watsonline|https://library.metmuseum.org/search/X?SEARCH=(%22Reason%2C%20%20Patrick%22)%20or%20(%22Patrick%20H.%20Reason%22)%20or%20(%22Patrick%20Reason%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Patrick_H._Reason|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=417|||Q7146629|nr2001024308|12234097|500122061
354|Rembert, Winfred|1945||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Rembert%2C+Winfred%22%20or%20%22Winfred+Rembert%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Winfred_Rembert|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=4209|||Q8025046|n2003008847|65841456|
355|Richardson, Earle|1912|1935|muralist; painter||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Richardson%2C%20Earle%22%20or%20%22Earle%20W.%20Richardson%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Earle_Wilton_Richardson|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1528|||Q5326481|no2021149764|310519420|500334191
356|Riddle Jr, John T|1933|2002|printmaker; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22riddle%2C+john+t%22+or+%22john+t+riddle%22&searchscope=1&sortdropdown=-&SORT=D&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22riddle%2C+john%22%26SORT%3DD|Wikipedia|https://en.wikipedia.org/wiki/John_T._Riddle|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=775|||Q65073550|no2004058729|96582325|500122170
357|Ringgold, Faith|1930||illustrator; painter; sculptor; textile/fiber artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Ringgold%2C+Faith+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Faith_Ringgold|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=215|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Ringgold,%20Faith&searchField=ArtistCulture|Q5431220|n84150479|96117658|500063866
358|Rivers, Haywood|1922|2001|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Rivers%2C+Haywood+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Haywood_Rivers|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=744|||Q5687458|nr2006009979|22102498|
359|Robertson, Royal|1936|1997|painter||Watsonline|https://library.metmuseum.org/search~S1?/X(%22royal+robertson%22)+or+(%22robertson%2C+prophet%22)+or+(%22robertson%2C+royal%22)&searchscope=1&SORT=R/X(%22royal+robertson%22)+or+(%22robertson%2C+prophet%22)+or+(%22robertson%2C+royal%22)&searchscope=1&SORT=R&SUBKEY=(%22royal+robertson%22)+or+(%22robertson%2C+prophet%22)+or+(%22robertson%2C+royal%22)/1%2C3%2C3%2CB/frameset&FF=X(%22royal+robertson%22)+or+(%22robertson%2C+prophet%22)+or+(%22robertson%2C+royal%22)&searchscope=1&SORT=R&2%2C2%2C|Wikipedia|https://en.wikipedia.org/wiki/Royal_Robertson|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1938|||Q7374780|no2010193593|266488674|500125700
360|Rogers, Sulton|1922|2003|sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Rogers%2C+Sulton%22%20or%20%22Sulton+Rogers%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Angela_M._Rivers|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=3057|||Q7636835||3313156811372840000000|
361|Rowe, Nellie Mae|1900|1982|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Rowe%2C+Nellie+Mae%22%20or%20%22Nellie+Mae+Rowe%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Nellie_Mae_Rowe|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=713|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Rowe,%20Nellie%20Mae&searchField=ArtistCulture|Q6990118|n84167980|69784252|500125701
362|Ruley, Ellis|1882|1959|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Ruley%2C+Ellis%22%20or%20%22Ellis+Ruley%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Ellis_Ruley|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=221|||Q20830840|n92111108|57747757|500125702
363|Saar, Alison|1956||assemblage artist; installation artist; painter; printmaker; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Saar%2C+Alison+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Alison_Saar|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=222|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Saar,%20Alison&searchField=ArtistCulture|Q4727179|n89663522|263010399|500122244
364|Saar, Betye|1926||assemblage artist; book/zine artist; illustrator; mixed-media artist; printmaker; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Saar%2C+Betye+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Betye_Saar|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=223|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Saar,%20Betye&searchField=ArtistCulture|Q2900288|n80007387|114921470|500110489
365|Sallée, Charles L., Jr.|1913|2006|designer; muralist; painter; printmaker||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Sall%C3%A9e%2C+Charles%22+or+%22Charles+Sall%C3%A9e%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Charles_L._Sall%C3%A9e_Jr.|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=386|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Sallée,%20Charles%20L.,%20Jr.&searchField=ArtistCulture|Q28871281|no2014082391|96606403|500125430
366|Satterwhite, Jacolby|1986||multimedia artist; performance artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Satterwhite%2C+Jacolby%22%20or%20%22Jacolby+Satterwhite%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Jacolby_Satterwhite|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=15225|||Q20011585|no2013052600|300638747|500469866
367|Saunders, Raymond|1934||mixed-media artist; painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Saunders%2C+Raymond+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Raymond_Saunders_(artist)|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=225|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Saunders,%20Raymond&searchField=ArtistCulture|Q7299135|n88618237|95860129|500028910
368|Savage, Augusta|1892|1962|sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Savage%2C+Augusta%22%20or%20%22Augusta+Savage%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Augusta_Savage|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=226|||Q273087|n90652040|72491796|500026666
369|Scott, Dread|1965||installation artist; painter; performance artist; photographer; printmaker; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Scott%2C+Dread%22%20or%20%22Dread+Scott%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Dread_Scott|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=654|||Q26899216|nr98019094|271055395|
370|Scott, John T.|1940|2007|printmaker; sculptor||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=d:(%22Scott%2C%20Joyce%22)%20or%20(%22Joyce%20J.%20Scott%22%20or%20%22Joyce%20Scott%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/John_T._Scott|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=354|||Q6260101|no98039821|96582373|500122177
